"division","state","postcode","sa3_name","sa4_name"
"South Turramurra","NSW","2074","Pennant Hills - Epping","Sydney - Ryde"
"South Wentworthville","NSW","2145","Parramatta","Sydney - Parramatta"
"South West Rocks","NSW","2431","Kempsey - Nambucca","Mid North Coast"
"South Windsor","NSW","2756","Richmond - Windsor","Sydney - Outer West and Blue Mountains"
"South Wolumla","NSW","2550","South Coast","Capital Region"
"Southampton","NSW","2460","Inverell - Tenterfield","New England and North West"
"Southgate","NSW","2460","Inverell - Tenterfield","New England and North West"
"Speers Point","NSW","2284","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Speewa","NSW","2735","Murray River - Swan Hill","North West"
"Speewa Island","NSW","2734","Murray River - Swan Hill","North West"
"Spencer","NSW","2775","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"Spicers Creek","NSW","2820","Dubbo","Far West and Orana"
"Spicketts Creek","NSW","2454","Coffs Harbour","Coffs Harbour - Grafton"
"Spit Junction","NSW","2088","North Sydney - Mosman","Sydney - North Sydney and Hornsby"
"Splitters Creek","NSW","2640","Wodonga - Alpine","Hume"
"Spring Creek","NSW","2800","Orange","Central West"
"Spring Farm","NSW","2570","Bringelly - Green Valley","Sydney - South West"
"Spring Flat","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"Spring Grove","NSW","2470","Richmond Valley - Hinterland","Richmond - Tweed"
"Spring Hill","NSW","2500","Wollongong","Illawarra"
"Spring Hill","NSW","2800","Orange","Central West"
"Spring Mountain","NSW","2360","Inverell - Tenterfield","New England and North West"
"Spring Mountain","NSW","2370","Inverell - Tenterfield","New England and North West"
"Spring Plains","NSW","2388","Moree - Narrabri","New England and North West"
"Spring Ridge","NSW","2343","Tamworth - Gunnedah","New England and North West"
"Spring Terrace","NSW","2798","Orange","Central West"
"Spring Valley","NSW","2580","Blue Mountains - South","Sydney - Outer West and Blue Mountains"
"Springdale","NSW","2666","Wagga Wagga","Riverina"
"Springdale Heights","NSW","2641","Albury","Murray"
"Springfield","NSW","2250","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"Springfield","NSW","2630","Snowy Mountains","Capital Region"
"Springrange","NSW","2618","Gungahlin","Australian Capital Territory"
"Springside","NSW","2800","Orange","Central West"
"Springvale","NSW","2650","Wagga Wagga","Riverina"
"Springvale","NSW","2790","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Springwood","NSW","2777","Blue Mountains","Sydney - Outer West and Blue Mountains"
"St Albans","NSW","2775","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"St Andrews","NSW","2566","Campbelltown (NSW)","Sydney - Outer South West"
"St Clair","NSW","2330","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"St Clair","NSW","2759","St Marys","Sydney - Outer West and Blue Mountains"
"St Fillans","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"St George","NSW","2622","Shoalhaven","Southern Highlands and Shoalhaven"
"St Georges Basin","NSW","2540","Jervis Bay","Other Territories"
"St Helena","NSW","2479","Richmond Valley - Coastal","Richmond - Tweed"
"St Helens Park","NSW","2560","Wollondilly","Sydney - Outer South West"
"St Huberts Island","NSW","2257","Gosford","Central Coast"
"St Ives","NSW","2075","Ku-ring-gai","Sydney - North Sydney and Hornsby"
"St Ives Chase","NSW","2075","Ku-ring-gai","Sydney - North Sydney and Hornsby"
"St Johns Park","NSW","2176","Fairfield","Sydney - South West"
"St Leonards","NSW","2065","North Sydney - Mosman","Sydney - North Sydney and Hornsby"
"St Marys","NSW","2760","St Marys","Sydney - Outer West and Blue Mountains"
"St Marys East","NSW","2760","St Marys","Sydney - Outer West and Blue Mountains"
"St Marys South","NSW","2760","St Marys","Sydney - Outer West and Blue Mountains"
"St Patricks","NSW","2350","Armidale","New England and North West"
"St Pauls","NSW","2031","Eastern Suburbs - South","Sydney - Eastern Suburbs"
"St Peters","NSW","2044","Sydney Inner City","Sydney - City and Inner South"
"St Peters DC","NSW","2044","Sydney Inner City","Sydney - City and Inner South"
"Stanborough","NSW","2360","Inverell - Tenterfield","New England and North West"
"Stanbridge","NSW","2705","Griffith - Murrumbidgee (West)","Riverina"
"Stanford Merthyr","NSW","2327","Lower Hunter","Hunter Valley exc Newcastle"
"Stanhope","NSW","2335","Maitland","Hunter Valley exc Newcastle"
"Stanhope Gardens","NSW","2768","Blacktown - North","Sydney - Blacktown"
"Stanmore","NSW","2048","Leichhardt","Sydney - Inner West"
"Stannifer","NSW","2369","Inverell - Tenterfield","New England and North West"
"Stannum","NSW","2371","Inverell - Tenterfield","New England and North West"
"Stanwell Park","NSW","2508","Wollongong","Illawarra"
"Stanwell Tops","NSW","2508","Wollongong","Illawarra"
"State Mine Gully","NSW","2790","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Steam Plains","NSW","2710","Griffith - Murrumbidgee (West)","Riverina"
"Steeple Flat","NSW","2631","Snowy Mountains","Capital Region"
"Steinbrook","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Stephens Creek","NSW","2880","Broken Hill and Far West","Far West and Orana"
"Steve Kings Plains","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Stewarts Brook","NSW","2337","Taree - Gloucester","Mid North Coast"
"Stewarts Mount","NSW","2795","Orange","Central West"
"Stewarts River","NSW","2443","Taree - Gloucester","Mid North Coast"
"Stockinbingal","NSW","2725","Wagga Wagga","Riverina"
"Stockrington","NSW","2322","Newcastle","Newcastle and Lake Macquarie"
"Stockton","NSW","2295","Newcastle","Newcastle and Lake Macquarie"
"Stockyard Creek","NSW","2460","Inverell - Tenterfield","New England and North West"
"Stokers Siding","NSW","2484","Gold Coast Hinterland","Gold Coast"
"Stonehenge","NSW","2370","Inverell - Tenterfield","New England and North West"
"Stonequarry","NSW","2580","Blue Mountains - South","Sydney - Outer West and Blue Mountains"
"Stony Chute","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Stony Creek","NSW","2545","South Coast","Capital Region"
"Stony Creek","NSW","2550","South Coast","Capital Region"
"Stony Creek","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"Stony Crossing","NSW","2734","Murray River - Swan Hill","North West"
"Stotts Creek","NSW","2487","Tweed Valley","Richmond - Tweed"
"Stratford","NSW","2422","Taree - Gloucester","Mid North Coast"
"Strathcedar","NSW","2429","Taree - Gloucester","Mid North Coast"
"Stratheden","NSW","2470","Richmond Valley - Hinterland","Richmond - Tweed"
"Strathfield","NSW","2135","Strathfield - Burwood - Ashfield","Sydney - Inner West"
"Strathfield South","NSW","2136","Strathfield - Burwood - Ashfield","Sydney - Inner West"
"Stroud","NSW","2425","Great Lakes","Mid North Coast"
"Stroud Hill","NSW","2420","Great Lakes","Mid North Coast"
"Stroud Road","NSW","2415","Taree - Gloucester","Mid North Coast"
"Stuart Town","NSW","2820","Dubbo","Far West and Orana"
"Stuarts Point","NSW","2441","Port Macquarie","Mid North Coast"
"Stubbo","NSW","2852","Dubbo","Far West and Orana"
"Stud Park","NSW","2710","Griffith - Murrumbidgee (West)","Riverina"
"Suffolk Park","NSW","2481","Richmond Valley - Coastal","Richmond - Tweed"
"Sugarloaf","NSW","2420","Great Lakes","Mid North Coast"
"Suma Park","NSW","2800","Orange","Central West"
"Summer Hill","NSW","2130","Strathfield - Burwood - Ashfield","Sydney - Inner West"
"Summer Hill","NSW","2287","Newcastle","Newcastle and Lake Macquarie"
"Summer Hill","NSW","2421","Maitland","Hunter Valley exc Newcastle"
"Summer Hill","NSW","2800","Orange","Central West"
"Summer Hill Creek","NSW","2800","Orange","Central West"
"Summer Island","NSW","2440","Armidale","New England and North West"
"Summerland Point","NSW","2259","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Sun Valley","NSW","2777","Blue Mountains","Sydney - Outer West and Blue Mountains"
"Sunny Corner","NSW","2454","Coffs Harbour","Coffs Harbour - Grafton"
"Sunny Corner","NSW","2795","Orange","Central West"
"Sunnyside","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Sunset Strip","NSW","2879","Broken Hill and Far West","Far West and Orana"
"Sunshine","NSW","2264","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Sunshine Bay","NSW","2536","Shoalhaven","Southern Highlands and Shoalhaven"
"Suntop","NSW","2820","Dubbo","Far West and Orana"
"Surf Beach","NSW","2536","Shoalhaven","Southern Highlands and Shoalhaven"
"Surfside","NSW","2536","Shoalhaven","Southern Highlands and Shoalhaven"
"Surry Hills","NSW","2010","Sydney Inner City","Sydney - City and Inner South"
"Sussex Inlet","NSW","2540","Jervis Bay","Other Territories"
"Sutherland","NSW","2232","Sutherland - Menai - Heathcote","Sydney - Sutherland"
"Sutton","NSW","2620","Tuggeranong","Australian Capital Territory"
"Sutton Forest","NSW","2577","Southern Highlands","Southern Highlands and Shoalhaven"
"Swan Bay","NSW","2324","Great Lakes","Mid North Coast"
"Swan Bay","NSW","2471","Richmond Valley - Hinterland","Richmond - Tweed"
"Swan Creek","NSW","2462","Clarence Valley","Coffs Harbour - Grafton"
"Swan Vale","NSW","2370","Inverell - Tenterfield","New England and North West"
"Swanbrook","NSW","2360","Inverell - Tenterfield","New England and North West"
"Swanhaven","NSW","2540","Jervis Bay","Other Territories"
"Swans Crossing","NSW","2439","Port Macquarie","Mid North Coast"
"Swansea","NSW","2281","Lake Macquarie - East","Newcastle and Lake Macquarie"
"Swansea Heads","NSW","2281","Lake Macquarie - East","Newcastle and Lake Macquarie"
"Sweetmans Creek","NSW","2325","Lower Hunter","Hunter Valley exc Newcastle"
"Sydenham","NSW","2044","Sydney Inner City","Sydney - City and Inner South"
"Sydney","NSW","2000","Sydney Inner City","Sydney - City and Inner South"
"Sydney Domestic Airport","NSW","2020","Marrickville - Sydenham - Petersham","Sydney - City and Inner South"
"Sydney International Airport","NSW","2020","Marrickville - Sydenham - Petersham","Sydney - City and Inner South"
"Sydney Olympic Park","NSW","2127","Auburn","Sydney - Parramatta"
"Sydney South","NSW","2000","Sydney Inner City","Sydney - City and Inner South"
"Sylvania","NSW","2224","Sutherland - Menai - Heathcote","Sydney - Sutherland"
"Sylvania Southgate","NSW","2224","Sutherland - Menai - Heathcote","Sydney - Sutherland"
"Sylvania Waters","NSW","2224","Sutherland - Menai - Heathcote","Sydney - Sutherland"
"Tabbil Creek","NSW","2420","Great Lakes","Mid North Coast"
"Tabbimoble","NSW","2472","Richmond Valley - Hinterland","Richmond - Tweed"
"Tabbita","NSW","2652","Wagga Wagga","Riverina"
"Table Top","NSW","2640","Wodonga - Alpine","Hume"
"Tabulam","NSW","2469","Richmond Valley - Hinterland","Richmond - Tweed"
"Tacoma","NSW","2259","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Tacoma South","NSW","2259","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Tahlee","NSW","2324","Great Lakes","Mid North Coast"
"Tahmoor","NSW","2573","Wollondilly","Sydney - Outer South West"
"Talarm","NSW","2447","Kempsey - Nambucca","Mid North Coast"
"Talawanta","NSW","2839","Bourke - Cobar - Coonamble","Far West and Orana"
"Talbingo","NSW","2720","Tumut - Tumbarumba","Riverina"
"Talbragar","NSW","2830","Dubbo","Far West and Orana"
"Tallaganda","NSW","2581","Queanbeyan","Capital Region"
"Tallawang","NSW","2852","Dubbo","Far West and Orana"
"Tallawong","NSW","2762","Blacktown - North","Sydney - Blacktown"
"Tallimba","NSW","2669","Griffith - Murrumbidgee (West)","Riverina"
"Tallong","NSW","2579","Southern Highlands","Southern Highlands and Shoalhaven"
"Tallowal","NSW","2540","Jervis Bay","Other Territories"
"Tallowwood Ridge","NSW","2453","Armidale","New England and North West"
"Tallwood","NSW","2798","Orange","Central West"
"Tallwoods Village","NSW","2430","Taree - Gloucester","Mid North Coast"
"Talmalmo","NSW","2640","Wodonga - Alpine","Hume"
"Talofa","NSW","2481","Richmond Valley - Coastal","Richmond - Tweed"
"Taloumbi","NSW","2463","Clarence Valley","Coffs Harbour - Grafton"
"Tamarama","NSW","2026","Eastern Suburbs - North","Sydney - Eastern Suburbs"
"Tamban","NSW","2441","Port Macquarie","Mid North Coast"
"Tambar Springs","NSW","2381","Tamworth - Gunnedah","New England and North West"
"Tambaroora","NSW","2795","Orange","Central West"
"Tambaroora","NSW","2850","Upper Hunter","Hunter Valley exc Newcastle"
"Taminda","NSW","2340","Tamworth - Gunnedah","New England and North West"
"Tamworth","NSW","2340","Tamworth - Gunnedah","New England and North West"
"Tamworth South","NSW","2340","Tamworth - Gunnedah","New England and North West"
"Tanglewood","NSW","2488","Tweed Valley","Richmond - Tweed"
"Tangmangaroo","NSW","2582","Tumut - Tumbarumba","Riverina"
"Tanilba Bay","NSW","2319","Port Stephens","Hunter Valley exc Newcastle"
"Tanja","NSW","2550","South Coast","Capital Region"
"Tannabar","NSW","2357","Dubbo","Far West and Orana"
"Tannas Mount","NSW","2795","Orange","Central West"
"Tantangara","NSW","2629","Tumut - Tumbarumba","Riverina"
"Tantawangalo","NSW","2550","South Coast","Capital Region"
"Tantonan","NSW","2731","Campaspe","Shepparton"
"Tapitallee","NSW","2540","Jervis Bay","Other Territories"
"Tara","NSW","2665","Wagga Wagga","Riverina"
"Taradale","NSW","2653","Tumut - Tumbarumba","Riverina"
"Tarago","NSW","2580","Blue Mountains - South","Sydney - Outer West and Blue Mountains"
"Taralga","NSW","2580","Blue Mountains - South","Sydney - Outer West and Blue Mountains"
"Tarana","NSW","2787","Penrith","Sydney - Outer West and Blue Mountains"
"Tarban","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Tarbuck Bay","NSW","2428","Great Lakes","Mid North Coast"
"Tarcutta","NSW","2652","Wagga Wagga","Riverina"
"Taree","NSW","2430","Taree - Gloucester","Mid North Coast"
"Taree DC","NSW","2430","Taree - Gloucester","Mid North Coast"
"Taree South","NSW","2430","Taree - Gloucester","Mid North Coast"
"Taree West","NSW","2430","Taree - Gloucester","Mid North Coast"
"Taren Point","NSW","2229","Cronulla - Miranda - Caringbah","Sydney - Sutherland"
"Tarkeeth","NSW","2455","Coffs Harbour","Coffs Harbour - Grafton"
"Tarlo","NSW","2580","Blue Mountains - South","Sydney - Outer West and Blue Mountains"
"Tarrabandra","NSW","2722","Wagga Wagga","Riverina"
"Tarraganda","NSW","2550","South Coast","Capital Region"
"Tarrawanna","NSW","2518","Wollongong","Illawarra"
"Tarriaro","NSW","2390","Tamworth - Gunnedah","New England and North West"
"Tarro","NSW","2322","Newcastle","Newcastle and Lake Macquarie"
"Tascott","NSW","2250","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"Tatham","NSW","2471","Richmond Valley - Hinterland","Richmond - Tweed"
"Tathra","NSW","2550","South Coast","Capital Region"
"Tatton","NSW","2650","Wagga Wagga","Riverina"
"Taylor Square","NSW","2010","Sydney Inner City","Sydney - City and Inner South"
"Taylors Arm","NSW","2447","Kempsey - Nambucca","Mid North Coast"
"Taylors Beach","NSW","2316","Port Stephens","Hunter Valley exc Newcastle"
"Taylors Flat","NSW","2586","Goulburn - Yass","Capital Region"
"Taylors Point","NSW","2107","Pittwater","Sydney - Northern Beaches"
"Tea Gardens","NSW","2324","Great Lakes","Mid North Coast"
"Telarah","NSW","2320","Port Stephens","Hunter Valley exc Newcastle"
"Telegraph Point","NSW","2441","Port Macquarie","Mid North Coast"
"Telopea","NSW","2117","Parramatta","Sydney - Parramatta"
"Temagog","NSW","2440","Armidale","New England and North West"
"Temora","NSW","2666","Wagga Wagga","Riverina"
"Tempe","NSW","2044","Sydney Inner City","Sydney - City and Inner South"
"Ten Mile Hollow","NSW","2250","Hawkesbury","Sydney - Baulkham Hills and Hawkesbury"
"Tenambit","NSW","2323","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Tenandra","NSW","2824","Bourke - Cobar - Coonamble","Far West and Orana"
"Tennyson","NSW","2754","Richmond - Windsor","Sydney - Outer West and Blue Mountains"
"Tennyson Point","NSW","2111","Ryde - Hunters Hill","Sydney - Ryde"
"Tent Hill","NSW","2371","Inverell - Tenterfield","New England and North West"
"Tenterden","NSW","2365","Inverell - Tenterfield","New England and North West"
"Tenterfield","NSW","2372","Granite Belt","Darling Downs - Maranoa"
"Teralba","NSW","2284","Lake Macquarie - West","Newcastle and Lake Macquarie"
"Terania Creek","NSW","2480","Richmond Valley - Hinterland","Richmond - Tweed"
"Terara","NSW","2540","Jervis Bay","Other Territories"
"Teridgerie","NSW","2829","Dubbo","Far West and Orana"
"Termeil","NSW","2539","Shoalhaven","Southern Highlands and Shoalhaven"
"Terrabella","NSW","2818","Dubbo","Far West and Orana"
"Terrabella","NSW","2831","Dubbo","Far West and Orana"
"Terrace Creek","NSW","2474","Tweed Valley","Richmond - Tweed"
"Terragon","NSW","2484","Gold Coast Hinterland","Gold Coast"
"Terramungamine","NSW","2830","Dubbo","Far West and Orana"
"Terranora","NSW","2486","Tweed Valley","Richmond - Tweed"
"Terreel","NSW","2422","Taree - Gloucester","Mid North Coast"
"Terrey Hills","NSW","2084","Warringah","Sydney - Northern Beaches"
"Terrigal","NSW","2260","Wyong","Central Coast"
"Terry Hie Hie","NSW","2400","Moree - Narrabri","New England and North West"
"Teven","NSW","2478","Richmond Valley - Coastal","Richmond - Tweed"
"Tewinga","NSW","2449","Kempsey - Nambucca","Mid North Coast"
"Thalaba","NSW","2397","Moree - Narrabri","New England and North West"
"Thalaba","NSW","2583","Bathurst","Central West"
"Thalgarrah","NSW","2350","Armidale","New England and North West"
"Tharbogang","NSW","2680","Griffith - Murrumbidgee (West)","Riverina"
"The Angle","NSW","2620","Tuggeranong","Australian Capital Territory"
"The Basin","NSW","2108","Pittwater","Sydney - Northern Beaches"
"The Basin","NSW","2365","Inverell - Tenterfield","New England and North West"
"The Bight","NSW","2429","Taree - Gloucester","Mid North Coast"
